City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
132,leningradskiy,69.3833,178.4167,-14.97,96,100,2.87,RU,1675204148
133,bubaque,11.2833,-15.8333,25.27,69,2,6.76,GW,1675203991
134,olafsvik,64.8945,-23.7142,-0.56,78,100,12.38,IS,1675203943
135,pevek,69.7008,170.3133,-12.58,81,0,3.38,RU,1675204149
136,balikpapan,-1.2675,116.8289,23.55,94,20,2.06,ID,1675204149
137,qaanaaq,77.484,-69.3632,-21.28,50,70,3.85,GL,1675204149
138,saskylakh,71.9167,114.0833,-33.35,96,100,3.09,RU,1675204150
139,tamandare,-8.7597,-35.1047,25.35,82,57,3.21,BR,1675204150
140,kangavar,34.5043,47.9653,1.02,97,100,1.87,IR,1675204151
141,saint-leu,-21.15,55.2833,25.48,79,85,5.19,RE,1675204151
142,coahuayana,18.7333,-103.6833,29.17,51,0,3.41,MX,1675204151
143,pisco,-13.7,-76.2167,25.03,73,0,7.72,PE,1675204152
144,tiksi,71.6872,128.8694,-20.72,99,100,4.84,RU,1675204153
145,avarua,-21.2078,-159.775,27.03,83,100,3.6,CK,1675204153
146,vanavara,60.34,102.2797,-22.54,99,100,1.22,RU,1675204154
147,lompoc,34.6391,-120.4579,18.3,50,0,4.02,US,1675204154
148,mantua,45.1667,10.7833,3.58,89,29,0.45,IT,1675204155
149,brokopondo,4.75,-55.1667,23.82,89,36,3.68,SR,1675204155
150,miki,34.8,134.9833,2.76,69,6,1.79,JP,1675204155
151,bristol,41.8334,-71.1662,1.91,62,63,1.79,US,1675204156
152,srednekolymsk,67.45,153.6833,-27.19,94,81,3.51,RU,1675204156
153,egvekinot,66.3167,-179.1667,-10.44,91,92,2.73,RU,1675204157
154,makakilo city,21.3469,-158.0858,27.18,67,75,3.09,US,1675204157
155,coos bay,43.3665,-124.2179,11.24,80,0,2.06,US,1675204158
156,barabinsk,55.3571,78.357,-23.29,97,77,1.6,RU,1675204158
157,victor harbor,-35.5667,138.6167,17.22,88,42,3.95,AU,1675204158
158,japura,-0.3167,102.35,22.38,99,100,1.1,ID,1675204159
159,sur,22.5667,59.5289,18.83,70,4,2.2,OM,1675204159
160,gat,31.61,34.7642,11.89,100,56,4.54,IL,1675204160
161,redlands,34.0556,-117.1825,16.57,24,0,9.77,US,1675204136
162,belfast,54.5833,-5.9333,6.9,81,75,8.23,GB,1675204109
163,althofen,46.8818,14.4676,-4.13,89,9,1.78,AT,1675204161
164,karsun,54.1994,46.9827,-1.31,93,100,5.35,RU,1675204161
165,buritama,-21.0661,-50.1472,27.06,85,100,1.39,BR,1675204161
166,fort saint james,54.4333,-124.25,-4.12,93,100,0.3,CA,1675204162
167,fairbanks,64.8378,-147.7164,-6.77,83,100,2.57,US,1675204162
168,maragogi,-9.0122,-35.2225,25.18,83,41,3.35,BR,1675204003
169,ikongo,-21.8833,47.4333,20.93,99,100,1.38,MG,1675204163
170,bathsheba,13.2167,-59.5167,25.34,73,20,4.12,BB,1675204163
171,les cayes,18.2,-73.75,27.06,61,54,3.02,HT,1675204164
172,nome,64.5011,-165.4064,-6.02,100,100,0.0,US,1675204164
173,strezhevoy,60.7333,77.5889,-19.47,100,57,2.83,RU,1675204164
174,carnarvon,-24.8667,113.6333,24.98,78,67,5.72,AU,1675204165
175,itaiba,-8.9475,-37.4228,25.19,65,97,5.13,BR,1675204165
176,ouadda,8.0777,22.4007,22.71,17,3,1.9,CF,1675204165
177,celestun,20.8667,-90.4,27.09,67,10,6.19,MX,1675204166
178,thurso,58.5927,-3.5259,5.48,76,93,16.41,GB,1675204166
179,yicheng,31.3705,119.8703,7.91,57,28,1.8,CN,1675204167
180,mahebourg,-20.4081,57.7,26.16,89,40,2.57,MU,1675204167
181,chuy,-33.6971,-53.4616,24.26,77,19,4.62,UY,1675204167
182,cockburn town,21.4612,-71.1419,25.98,65,40,6.17,TC,1675204053
183,beipiao,41.7919,120.7792,-7.79,38,0,9.91,CN,1675204168
184,nouadhibou,20.931,-17.0347,16.99,59,98,7.72,MR,1675204169
185,mims,28.6653,-80.8448,29.46,73,20,3.6,US,1675204169
186,vrangel,42.7297,133.0839,-5.81,94,100,2.88,RU,1675204170
187,arlit,18.7369,7.3853,18.7,18,100,4.38,NE,1675204170
188,faanui,-16.4833,-151.75,27.08,76,47,6.75,PF,1675204171
189,turayf,31.6725,38.6637,5.14,81,0,3.09,SA,1675204171
190,jawad,24.6,74.85,11.48,70,0,2.79,IN,1675204171
191,cap malheureux,-19.9842,57.6142,24.7,84,68,6.88,MU,1675203945
192,ust-koksa,50.2696,85.6108,-14.53,81,97,0.54,RU,1675204172
193,tyumentsevo,53.3224,81.498,-12.97,88,100,1.52,RU,1675204172
194,saint-joseph,-21.3667,55.6167,25.21,85,96,4.24,RE,1675204173
195,port elizabeth,-33.918,25.5701,20.73,97,0,2.57,ZA,1675204173
196,morondava,-20.2833,44.2833,26.41,85,99,1.25,MG,1675204174
197,garachine,8.0647,-78.3628,28.25,66,29,2.94,PA,1675204174
198,ascension,30.2169,-90.9001,23.9,89,100,2.06,US,1675204174
199,elizabeth city,36.2946,-76.2511,14.01,95,100,3.6,US,1675203928
200,gilbues,-9.8317,-45.3439,28.44,49,79,1.82,BR,1675204175
201,la esperanza,14.8667,-91.5667,18.37,76,4,1.69,GT,1675204175
202,vangaindrano,-23.35,47.6,22.34,88,100,3.02,MG,1675204176
203,chornyanka,46.6522,33.359,0.63,99,100,2.15,UA,1675204176
204,general roca,-39.0333,-67.5833,22.01,41,100,2.9,AR,1675204176
205,geraldton,-28.7667,114.6,20.23,88,0,1.03,AU,1675204177
206,sayyan,15.1718,44.3244,12.52,60,16,1.31,YE,1675204177
207,srandakan,-7.9386,110.2506,24.9,89,100,1.85,ID,1675204177
208,athabasca,54.7169,-113.2854,-13.77,89,100,1.09,CA,1675204178
209,san cristobal,7.7669,-72.225,24.1,61,63,1.93,VE,1675203996
210,copiapo,-27.3667,-70.3333,20.83,41,4,3.62,CL,1675204067
211,kihei,20.785,-156.4656,26.58,82,40,2.06,US,1675204178
212,kavaratti,10.5669,72.642,26.01,78,40,7.1,IN,1675203973
213,dikson,73.5069,80.5464,-22.21,93,96,4.05,RU,1675204179
214,mahmudia,45.0833,29.0833,2.11,90,52,3.77,RO,1675204179
215,reinosa,42.9996,-4.138,3.03,98,60,1.71,ES,1675204180
216,ola,59.5833,151.2833,-13.81,95,100,3.18,RU,1675204180
217,alice springs,-23.7,133.8833,23.75,88,100,0.51,AU,1675204006
218,esperance,-33.8667,121.9,16.51,73,100,6.33,AU,1675204181
219,georgetown,5.4112,100.3354,26.96,80,20,2.06,MY,1675203882
220,nago,26.5881,127.9761,13.24,71,5,2.76,JP,1675204181
221,lasa,46.6166,10.7002,-0.54,76,56,3.26,IT,1675204181
222,puerto ayora,-0.7393,-90.3518,27.98,89,76,0.45,EC,1675203996
223,falun,60.6036,15.626,-5.99,91,100,0.48,SE,1675204182
224,kodiak,57.79,-152.4072,3.73,93,100,3.09,US,1675204182
225,rocha,-34.4833,-54.3333,23.92,75,15,5.1,UY,1675204183
226,avera,33.194,-82.5271,20.03,90,100,3.08,US,1675204183
227,union,40.6334,-74.2663,3.45,58,75,3.09,US,1675204012
228,galle,6.0367,80.217,23.72,87,100,4.52,LK,1675204184
229,liberty,31.8335,-81.5004,25.14,81,75,2.06,US,1675204184
230,ojinaga,29.5667,-104.4167,10.53,57,0,3.6,MX,1675204184
231,ballina,-28.8667,153.5667,24.88,99,67,1.88,AU,1675204185
232,rochegda,62.8,43.25,-1.17,94,100,4.65,RU,1675204185
233,cradock,-32.1642,25.6192,20.62,76,43,1.79,ZA,1675204185
234,linxia,35.6003,103.2064,-5.0,33,5,1.33,CN,1675204186
235,kaitangata,-46.2817,169.8464,17.02,98,100,0.76,NZ,1675204186
236,gualaquiza,-3.4,-78.55,23.26,71,100,0.87,EC,1675204186
237,touros,-5.1989,-35.4608,26.68,77,78,6.23,BR,1675204135
238,kikwit,-5.041,18.8162,21.63,83,35,1.38,CD,1675204187
239,narasannapeta,18.4167,84.05,22.07,56,81,2.87,IN,1675204187
240,lufilufi,-13.8745,-171.5986,29.88,76,100,6.46,WS,1675204188
241,kandi,11.1342,2.9386,26.41,10,95,2.33,BJ,1675204188
242,cherskiy,68.75,161.3,-20.09,99,100,1.84,RU,1675204188
243,soyo,-6.1349,12.3689,26.58,83,40,3.55,AO,1675204189
244,hualmay,-11.0964,-77.6139,23.8,73,94,3.61,PE,1675203916
245,jimenez,28.3333,-105.4,18.81,41,100,7.36,MX,1675204189
246,pudozh,61.8099,36.5345,-3.84,95,100,4.55,RU,1675204190
247,jackson,42.4165,-122.8345,11.58,33,0,2.06,US,1675204079
248,nanakuli,21.3906,-158.1547,27.97,61,75,3.09,US,1675203960
249,faya,18.3851,42.4509,12.06,65,33,1.73,SA,1675204190
250,tupelo,34.2576,-88.7034,4.9,86,100,5.14,US,1675203902
251,mubende,0.5606,31.39,18.47,55,25,0.24,UG,1675204191
252,thaba-tseka,-29.522,28.6084,13.92,70,80,1.58,LS,1675204191
253,macusani,-14.0833,-70.4333,8.47,68,99,3.59,PE,1675204191
254,luang prabang,19.8856,102.1347,14.74,77,29,0.35,LA,1675204192
255,maniitsoq,65.4167,-52.9,-16.73,76,100,4.54,GL,1675204136
256,la presa,32.7081,-116.9973,18.97,45,20,6.17,US,1675203904
257,kavieng,-2.5744,150.7967,28.23,73,100,3.48,PG,1675204192
258,bitung,1.4451,125.1824,24.47,84,68,3.39,ID,1675204193
259,souillac,-20.5167,57.5167,26.21,89,40,2.57,MU,1675204193
260,dhidhdhoo,6.8833,73.1,26.8,77,100,5.11,MV,1675204193
261,hobyo,5.3505,48.5268,24.43,73,7,7.06,SO,1675204194
262,alta floresta,-9.8756,-56.0861,23.37,92,36,1.23,BR,1675204194
263,beringovskiy,63.05,179.3167,-2.54,97,75,4.26,RU,1675204194
264,saldanha,-33.0117,17.9442,17.03,95,25,8.81,ZA,1675204195
265,makeni,8.8833,-12.05,25.68,67,4,1.95,SL,1675204195
266,port hedland,-20.3167,118.5667,26.03,89,19,0.0,AU,1675204196
267,wolbrom,50.3796,19.7583,1.41,98,100,8.82,PL,1675204196
268,torit,4.4133,32.5678,26.69,36,9,1.32,SS,1675204196
269,synya,65.3718,58.0387,-3.62,93,100,6.16,RU,1675204197
270,russell,32.3502,-85.1999,22.6,78,40,0.0,US,1675204198
271,ahipara,-35.1667,173.1667,22.52,79,68,3.76,NZ,1675203899
272,pacific grove,36.6177,-121.9166,15.79,46,0,3.13,US,1675204198
273,aklavik,68.2191,-135.0107,-34.1,99,32,1.41,CA,1675204198
274,margate,51.3813,1.3862,6.04,72,9,1.34,GB,1675204199
275,hagen,51.35,7.4667,5.17,93,50,1.34,DE,1675204199
276,ferme-neuve,46.7001,-75.4493,-16.65,93,78,1.38,CA,1675204200
277,weyburn,49.6668,-103.8511,-14.88,78,98,2.57,CA,1675204200
278,dumas,35.8656,-101.9732,-4.15,68,100,4.63,US,1675204201
279,ust-nera,64.5667,143.2,-24.95,98,100,1.69,RU,1675204202
280,mercedes,-34.6515,-59.4307,28.3,57,2,7.05,AR,1675204203
281,ishigaki,24.3448,124.1572,20.07,68,75,2.57,JP,1675204203
282,octeville,49.6261,-1.6435,8.27,76,100,6.17,FR,1675204204
283,abu dhabi,24.4667,54.3667,21.01,55,0,2.06,AE,1675204204
284,oktyabrskiy,54.4815,53.471,-13.82,97,41,2.72,RU,1675204205
285,tevriz,57.509,72.4042,-14.31,96,72,1.98,RU,1675204205
286,kontagora,10.3999,5.4695,26.87,16,28,2.88,NG,1675204206
287,takoradi,4.8845,-1.7554,26.44,85,94,2.62,GH,1675204207
288,nanortalik,60.1432,-45.2371,-8.29,80,100,1.78,GL,1675204207
289,pedro juan caballero,-22.5472,-55.7333,20.33,98,100,2.06,PY,1675204208
290,dongzhen,22.3797,110.9389,15.43,82,79,1.5,CN,1675204208
291,puyang,29.4603,119.8861,8.1,66,0,0.27,CN,1675204208
292,vaitape,-16.5167,-151.75,27.11,76,49,6.76,PF,1675204209
293,labuhan,-6.8844,112.2051,25.02,86,100,3.1,ID,1675204208
294,opuwo,-18.0607,13.84,18.36,85,98,1.48,NA,1675204210
295,ambilobe,-13.2,49.05,23.51,94,73,0.8,MG,1675204210
296,yumen,40.2833,97.2,-6.54,38,78,2.14,CN,1675204149
297,samfya,-11.3649,29.5565,18.49,92,92,0.48,ZM,1675204211
298,bereda,43.2686,-7.5406,-0.48,100,19,1.91,ES,1675204211
299,yantal,56.8471,105.2542,-19.08,99,100,1.66,RU,1675204212
300,san isidro,-12.1167,-77.05,24.77,69,0,6.69,PE,1675204212
301,hamilton,39.1834,-84.5333,-1.98,71,100,3.6,US,1675204213
302,raudeberg,61.9875,5.1352,5.37,1,100,9.76,NO,1675204213
303,balkanabat,39.5108,54.3671,8.48,57,100,1.08,TM,1675204214
304,portree,57.4129,-6.1942,5.29,84,94,12.67,GB,1675204214
305,san bartolome de tirajana,27.9248,-15.5733,10.18,59,40,4.63,ES,1675204215
306,luxor,25.6989,32.6421,11.65,45,1,2.62,EG,1675204215
307,laguna,38.421,-121.4238,14.16,37,0,2.06,US,1675204216
308,teguise,29.0605,-13.564,14.12,63,20,5.14,ES,1675204216
309,tezu,27.9167,96.1667,18.01,29,95,1.17,IN,1675204217
310,boyolangu,-8.1181,111.8935,24.32,88,100,0.56,ID,1675204217
311,keflavik,64.0049,-22.5624,-2.76,74,0,2.57,IS,1675204218
312,luchegorsk,46.4764,134.2569,-19.62,98,100,0.45,RU,1675204218
313,wau,7.7029,27.9953,26.72,17,2,1.24,SS,1675204219
314,broken hill,-31.95,141.4333,20.48,42,0,7.12,AU,1675204219
315,namatanai,-3.6667,152.4333,28.38,72,90,2.03,PG,1675204220
316,xichang,27.8964,102.2634,7.84,66,0,0.63,CN,1675204220
317,alpine,32.835,-116.7664,15.99,44,20,3.09,US,1675204122
318,isla vista,34.4133,-119.861,18.33,50,0,4.63,US,1675204221
319,roebourne,-20.7833,117.1333,31.02,56,12,2.29,AU,1675204221
320,leshukonskoye,64.8989,45.7622,-0.99,94,100,6.14,RU,1675204222
321,juneau,58.3019,-134.4197,1.72,97,100,0.0,US,1675204129
322,kanungu,-0.9575,29.7897,16.95,62,7,1.8,UG,1675204223
323,kudahuvadhoo,2.6708,72.8944,26.42,72,100,4.27,MV,1675204223
324,dingle,10.9995,122.6711,23.48,95,52,4.01,PH,1675203985
325,vanderhoof,54.0166,-124.0198,-1.27,93,100,0.36,CA,1675204224
326,camocim,-2.9022,-40.8411,26.0,84,83,5.68,BR,1675204224
327,roald,62.5833,6.1333,4.31,80,75,6.17,NO,1675204225
328,mount gambier,-37.8333,140.7667,15.32,69,100,4.76,AU,1675204225
329,koslan,63.4564,48.8989,-2.71,90,100,6.08,RU,1675203971
